abandon,"vt.放弃,遗弃;n.放任,狂热"
distinguish,"v.区别,辨别"
distribute,"vt.分发,分配,散布,分布,分类,分区v.分发"
district,"n.区域,地方,管区,行政区,(美国各州的)众议院选区"
disturb,"vt.弄乱,打乱,打扰,扰乱v.扰乱"
disturbing,adj.烦扰的
dive,"vi.潜水,跳水,下潜,俯冲n.潜水,跳水,下潜,俯冲"
diverse,"adj.不同的,变化多的"
divide,"v.分,划分,分开,隔开,"
division,"n.分开,分割,区分,除法,公司,(军事)师,分配,分界线"
divorce,"n.离婚,脱离vt.使离婚,与...脱离"
dizzy,"adj.(指人)晕眩的,昏乱的,(指地点,情况)使人晕眩的"
do,"v.做,实行,尽力,给予,可用,制作,算出,解答 [域] Dominican Republic ,多米尼加共和国"
doctor,"n.医生,博士,[古]学者,<俚>修理师vt.授以博士学位,诊断,修改,<美>治疗,搀混(食物、饮料),修改vi.行医"
document,"n.公文,文件,文档,档案,文献v.证明"
dog,"n.狗,犬,类似犬的动物,卑鄙的人,小人,坏蛋vt.跟踪,尾随"
doll,"n.洋娃娃,玩偶,美丽但无头脑的女子,<俚>美男子"
dollar,"n.元,美元"
donate,"v.捐赠,赠予"
door,"n.门,通道,家,户"
dormitory,n.宿舍
dot,"n.点,圆点,园点vt.在...上打点"
double,"n.两倍,[计] 双精度型adj.两倍的,双重的vt.使加倍vi.加倍,快步走,加倍努力"
doubt,"n.怀疑,疑惑,疑问v.怀疑,不信,拿不准,<古>恐怕"
download,"下载,下传"
downstairs,"adv.在楼下,往楼下,下楼"
downtown,"adv.在市区,往市区adj.市区的"
dozen,"n.一打,十二个"
Dr,
doctor,"n.医生,博士,[古]学者,<俚>修理师vt.授以博士学位,诊断,修改,<美>治疗,搀混(食物、饮料),修改vi.行医"
draft,"n.草稿,草案,草图vt.起草,为...打样,设计v.草拟"
drag,"v.拖,拖曳,缓慢而费力地行动n.拖拉"
draw,"v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳"
drawback,"n.缺点,障碍,退还的关税,退税(指进口货物再出口时退还其进口时的关税)"
drawer,"n.抽屉,画家,制图员,(用复数)衬裤、内裤"
dream,"v.做梦,梦见,梦想,想到n.梦,梦想"
dress,"n.女服,童装,服装,衣服v.(给...)穿衣"
drill,"n.钻孔机,钻子,播种机,军事训练,操练,(反复)练习,条播机v.训练,钻孔,条播"
drink,"n.饮料,酒,酗酒,一口(或一些)饮料v.喝,喝酒,(植物、土壤等的)吸水,举杯庆贺"
drive,"n.驾车,驱动器,快车道,推进力,驱使,动力,干劲,击球vt.开车,驱赶,推动、发动(机器等),驾驶(马车,汽车等)vi.开车,猛击,飞跑n.[计]驱动器"
driver,"n.驾驶员n.[计] 驱动器,驱动程序n.[机]起子,主动轮,传动器"
drop,"v.滴下,落下,(使声音等)变弱,(使价格等)下降,使跌倒,使结束,不再讨论,停止与(某人)交往n.落下,下降,滴,滴剂,点滴,微量,下跌"
drug,"n.药,麻药,麻醉药,滞销货vi.<俗> 吸毒vt.使服毒品,毒化"
drum,"n.鼓,鼓声,鼓形圆桶,[解]鼓膜,鼓室vi.击鼓,作鼓声vt.打鼓奏"
drunk,adj.喝醉了的 vbl.drink 的过去分词
dry,"adj.干的,干燥的,口渴的vt.(使)干燥,(使)变干v.干燥"
duck,"n.鸭子,急忙蹲下,闪避,<俚> 人,家伙vi.没入水中,闪避vt.猛按...入水,躲避"
due,"n.应得物、权力,[复]应付款adj.应得的,应付的,正当的,预期的,(车、船预定)应到的"
dull,"adj.感觉或理解迟钝的,无趣的,呆滞的,阴暗的vt.使迟钝,使阴暗,缓和vi.变迟钝,减少"
dumpling,"n.面团布丁,团子"
dusk,"n.薄暮,黄昏"
dust,"n.灰尘,尘土,尘埃vt.掸掉...上的灰尘,撒糖于糕上"
dustbin,"n.<英> 垃圾箱(=<美>ash can ,garbage can或garbage box)"
dusty,"adj.满是灰尘的,积满灰尘的,粉末状的,含糊的"
duty,"n.义务,责任,职责,职务,税"
DVD,
digital versatile disk,
dynamic,"adj.动力的,动力学的,动态的"
dynasty,"n.朝代,王朝"
each,"adj.各自的,每个的,每一 pron.各,各自,每个adv.每个"
eager,"adj.热心于,渴望着"
eagle,"n.鹰,鹰状标饰"
ear,"n.耳朵,倾听,听觉,听力,穗vi.抽穗"
early,"adj.早的,早熟的,及早的,早先的,早期的adv.早,在初期"
earn,"vt.赚,挣得,获得v.赚得,获得"
earth,"n.地球,陆地,泥土,洞穴,地球上的人类,尘世,[电]接地vt.埋入土中,把...赶入洞内,把...接地vi.躲入洞内"
earthquake,"n.地震,[喻]在震荡,在变动"
east,"n.东方,东,东部地区adj.东方的,从向东来的adv.在东方,向东方,朝东方"
Easter,
eastern,"adj.东方的,东部的"
easy,"adj.容易的,安逸的,舒适的,宽裕的,小康的,从容的,宽容的,流畅的adv.不费力的,轻松,悠闲,慢慢地n.短暂的休息"
eat,"v.吃,腐蚀"
ecology,"n.生态学,[社会]环境适应学,均衡系统"
edge,"n.刀口,利刃,锋,优势,边缘,优势,尖锐vt.使锋利,挤进,镶边,开刃vi.缓缓移动,侧着移动"
edition,"n.版本,版"
editor,"n.编辑,编辑器,编者"
educate,"vt.教育,训练,培养v.教育"
education,"n.教育,训导,训练,培养,教育学"
effect,"n.结果,效果,作用,影响,(在视听方面给人流下的)印象vt.招致,实现,达到(目的等)"
effort,"n.努力,成就"
egg,"n.蛋,鸡蛋,卵v.怂恿,怂恿"
eggplant,n.茄子
either,"adj.任一的,(两方中的)每一方的 pron.任一,随便任一个 conj.或者,也"
elder,"n.年长者,老人,父辈adj.年长的,资格老的,"
elect,"vt.选举,推选v.选择,作出选择,选举,选举,选举"
electric,"adj.电的,导电的,电动的,电气"
elegant,"adj.文雅的,端庄的,雅致的,<口>上品的,第一流的"
elephant,"n.象,一种纸张的尺寸"
e-mail,
embarrass,"vt.使困窘,使局促不安,阻碍,麻烦"
embassy,"n.大使及其随员,大使的派遣,大使馆,"
emergency,"n.紧急情况,突然事件,非常时刻,紧急事件"
emperor,"n.皇帝,君主"
employ,"vt.雇用,用,使用v.使用n.雇用"
empty,"adj.空的,空洞的,空虚的vt.使成为空的,倒空v.倒空adj.空的,空闲的v.腾空,腾出来"
encourage,"vt.鼓励,怂恿v.鼓励,鼓励"
encouragement,"n.鼓励,奖励"
end,"n.末端,尽头,结束,目标,限度,梢,末端,死亡v.结束,终结,终止"
ending,"n.结尾,结局"
endless,"adj.无止境的,无穷的"
energetic,"adj.精力充沛的,积极的"
energy,"n.精力,精神,活力,[物]能量"
engine,"n.发动机,机车,火车头"
engineer,"n.工程师,技师,火车司机,轮机员,工兵"
enjoy,"vt.享受...的乐趣,欣赏,喜爱v.满意"
enjoyable,"adj.令人愉快的,可享受的"
enlarge,"v.扩大,放大"
enough,"adj.足够的,充足的,只够做...的n.充足,足够,很多adv.足够地,充分地int.够了!"
enquiry,n.询问
enter,"vt.进入,加入,参加,登录,开始vi.进去,[戏]登场,参加n.输入,[计]回车"
enterprise,"n.企业,事业,计划,事业心,进取心,干事业"
entertainment,"n.款待,娱乐,娱乐表演"
enthusiastic,"adj.热心的,热情的"
entire,"adj.全部的,完整的,整个"
entrance,"n.入口,门口,进入"
entry,"n.登录,条目,进入,入口,[商]报关手续,[律]对土地的侵占,对房屋的侵入"
envelope,"n.信封,封套,封袋,[天]包层,[数]包迹,[生]包膜"
environment,"n.环境,外界"
envy,"n.vt.羡慕,嫉妒"
equal,"adj.相等的,均等的,胜任的,平静的,合适的,不相上下的n.相等的事物(或数量),对手,匹敌,同辈vt.等于,比得上"
equality,"n.等同性,同等,平等,相等,等式"
equip,"vt.装备,配备,训练,准备行装"
equipment,"n.装备,设备,器材,装置,铁道车辆,(一企业除房地产以外的)固定资产,才能"
eraser,"n.擦除器,尤指墨水消除剂,橡皮"
error,"n.错误,过失,误差"
erupt,vt.喷出vi.爆发
escape,"n.逃,逃亡,溢出设备,出口,逃跑,[植]野生vi.逃脱,避开,溜走vt.逃避,避免,被忘掉"
especially,"adv.特别,尤其"
essay,"vt.企图,尝试n.企图,散文,小品文,随笔,短文,评论"
Europe,
European,
evaluate,"vt.评价,估计,求...的值v.评价"
even,"adj.平的,平滑的,偶数的,一致的,平静的,恰好的,平均的,连贯的adv.[加强语气]甚至(...也),连...都,即使,恰好,正当vt.使平坦,使相等vi.变平,相等n.偶数,偶校验"
evening,"n.傍晚,晚间,后期,(联欢性的)晚会"
event,"n.事件,事变,结果,活动,精力,竞赛"
eventually,"adv.最后,终于"
ever,"adv.曾经,永远,不断地,在任何时候,究竟"
every,"adj.每一的,每个的,全部的,每隔...的"
everyday,"adj.每天的,日常的,平常的,平凡的"
everywhere,"adv.各处,到处"
evidence,"n.明显,显著,明白,迹象,根据,[物]证据,证物"
evident,"adj.明显的,显然的"
evolution,"n.进展,发展,演变,进化"
exact,"adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求"
exam,"n.考试,测验"
examine,"v.检查,调查,考试"
example,"n.例子,实例,例题,范例,榜样,鉴戒,实例"
excellent,"adj.卓越的,极好的"
exchange,"vt.交换,调换,兑换,交流,交易n.交换,调换,兑换,交流,交易"
excite,"vt.刺激,使兴奋,使激动vi.<口>兴奋,激动"
excuse,"vt.原谅,申辩,做为...的托辞,为...免去n.饶恕,致歉,理由,口实,借口,清借条,免去"
exercise,"n.练习,习题,训练,锻炼,演习v.训练,锻炼vt.行使,使担扰"
exhibition,"n.表现,展览会,展览品,显示"
exist,"vi.存在,生存,生活,继续存在"
existence,"n.存在,实在,生活,存在物,实在物"
exit,"n.出口,太平门,退场,去世vi.退出,脱离,去世 [计]  离开当前命令行外壳"
expand,"vt.使膨胀,详述,扩张vi.张开,发展"
expect,"vt.期待,预期,盼望,指望,<口>(料)想,认为"
expectation,"n.期待,预料,指望,展望,[数]期望(值)"
expense,"n.费用,代价,损失,开支,费钱之物"
expensive,"adj.花费的,昂贵的"
experience,"n.vt.经验,体验,经历,阅历"
experiment,"n.实验,试验vi.进行实验,做试验"
expert,"n.专家,行家,[军](特等)射手adj.老练的,内行的,专门的vt.在...中当行家,当专家"
explain,"v.解释,说明"
explanation,"n.解释,解说,说明,辩解,互相讲明"
explicit,"adj.外在的,清楚的,直率的,(租金等)直接付款的"
explode,"vt.使爆炸vi.爆炸,爆发,破除,推翻,激发"
explore,"v.探险,探测,探究"
export,"vt.输出n.出口货,输出,出口,出口商品v.出口"
expose,"vt.使暴露,受到,使曝光v.揭露"
express,"adj.急速的,特殊的,明确的n.快车,快递,专使vt.表达,表示adv.乘快车,以快递方式"
expression,
extension,"n.延长,扩充,范围n.扩展名adj.[逻]外延的,客观现实的"
extra,"adj.额外的,不包括在价目内的,特大的,特佳的adv.特别地,非常,另外n.额外的人(或物),(报纸)号外,上等产品,(电影)临时演员"
extraordinary,"adj.非常的,特别的,非凡的,特派的"
extreme,"adj.尽头的,极端的,极度的,偏激的,最后的n.极端,极端的事物"
eye,"n.眼睛,视力,眼光,观点,见解,眼状物,风吹来的方向,[气]风眼vt.看,注视,在...上打眼"
eyesight,"n.视力,目力"
face,"n.脸,面容,表情,威信,正面,地形,外观vt.面对,面向,面临,承认,抹盖vi.朝,向"
facial,adj.面部的
fact,"n.事实,实际,实情,真相,(犯罪)行为,论据"
factory,"n.工厂,制造厂,商住花园外的代理"
fade,"vi.(声音等)减弱下去,褪色,消失,枯萎,凋谢vt.使褪色n.淡入,淡出adj.乏味的,平淡的"
fail,"vi.失败,不及格,忘记vt.使失望,舍弃,辜负,不及格n.不及格,不及格者"
failure,"n.失败,失败者,缺乏,失灵,故障,破产,疏忽,<美>不及格"
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
faith,"n.信任,信念,宗教信仰,忠实,保证,诺言,约定"
fall,"n.秋天,落下,瀑布,降低,落差,采伐量,堕落,下降vi.倒下,落下,来临,失守,变成,垮台,下跌,阵亡vt.<美><英方>击倒,砍倒(树木)adj.秋天的"
false,"adj.错误的,虚伪的,假的,无信义的,伪造的,人工的,不老实的adv.欺诈地"
familiar,"adj.熟悉的,常见的,听惯的,亲近的,随便的n.密友,熟客,常客"
family,"n.家庭,家族,家属,亲属,子女,僚属adj.家庭的,家族的"
famous,"adj.著名的,出名的,<口>极好的,令人满意的"
fan,"n.扇子,鼓风机,风扇,迷,狂热者,爱好者vt.煽动,刺激,扇,吹拂vi.飘动,成扇形散开"
fancy,"adj.奇特的,异样的vt.想象,设想,认为,爱好,自负n.爱好,迷恋,想象力"
fantastic,"adj.幻想的,奇异的,稀奇古怪的,荒谬的,空想的"
fantasy,"n.幻想,白日梦"
far,"adj.(常用于书面语)远的,久远的,遥远的adv.(表示空间或时间上的距离)远,很远,遥远地,久远地,甚远地,很,很晚地n.远处,远方"
fare,"n.费用,旅客,食物vi.遭遇,进展,进步,经营,过活"
farm,"n.农场,农庄,农田vt.耕种vi.种田,务农,经营农场,从事畜牧"
farmer,"n.农夫,百姓,农民,农场主,承包主,牧场主,畜牧者"
fast,"adj.紧的,牢的,忠实的,快速的,耐久的,紧的adv.牢固地,很快地,紧紧地,彻底地n.禁食,绝食,斋戒vi.绝食,斋戒"
fasten,"vt.扎牢,扣住,闩住,拴紧,使固定,系,集中于,强加于vi.扣紧,抓住"
fat,"n.脂肪,肥肉;adj.肥大的,丰满的,肥的,胖的,油腻的;vt.养肥,在...中加入脂肪;vi.长肥;File Allocation Table,文件分配表"
father,"n.父亲,岳父,公(丈夫的父亲),祖先,前辈,长辈,神父,创始者vt.当...的父亲,保护,创立,治理,发明,培养"
fault,"n.过错,缺点,故障,毛病vt.挑剔vi.弄错"
favour,"n.亲切,宠爱"
favourite,"adj.特别喜爱的,中意的n.特别喜爱的(或物)"
fax,n.vt.传真 /n.传真/调制解调器
fear,"n.恐怖,害怕,担心,敬畏v.害怕,畏惧,为...担心,敬畏(神等)"
feast,"n.节日,盛宴,筵席,宴会,酒席vt.盛宴,款待,享乐,请客vi.参加宴会,享受"
feather,"n.翎毛,轻的东西,羽毛vi.长羽毛vt.用羽毛装饰,射掉(飞禽)的羽毛"
federal,"adj.联邦的,联合的,联邦制的,同盟的n.(南北战争时期)北部联邦同盟盟员 北京连邦软件产业发展公司,国内主要的正版软件经销商"
fee,"n.费(会费、学费等),酬金"
feed,"n.饲养,饲料,(动物或婴儿的)一餐vt.喂养,饲养,放牧,靠...为生vi.吃东西,流入"
feel,"vt.摸,触,试探,感觉,觉得,触摸,以为vi.有知觉,(人)有某种感觉,摸索,同情n.感觉,觉得,触摸"
feeling,"n.触觉,知觉,感觉,情绪,同情adj.富于感情的,富于同情心的,衷心的,有同情心的,有感觉的,仁慈的"
fellow,"n.人,家伙,伙伴,学会特别会员,朋友,同事adj.同伴的,同事的,同道的"
female,"n.女性,女人,雌兽adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的"
fence,"n.栅栏,围墙,剑术vt.用篱笆围住,练习剑术,防护vi.击剑,围以栅栏,跳过栅栏,搪塞"
ferry,"n.摆渡,渡船,渡口vt.渡运,(乘渡船)渡过,运送vi.摆渡,(船)来往行驶"
festival,"n.节日,喜庆日,音乐节,戏剧节,喜庆,欢宴,欢乐adj.节日的,快乐的"
fetch,"vt.接来,取来,带来,售得,引出,吸引,到达,演绎出vi.取物,绕道而行n.取得,拿,诡计,魂"
fever,"n.发烧,发热,热病,狂热,高度兴奋v.(使)发烧,(使)患热病,(使)狂热"
few,"adj.很少的,不多的,少数的n.[表示否定]很少数,几乎没有"
fibre,"n.纤维,构造,纤维制品,[植]须根"
fiction,"n.虚构,编造,小说"
field,"n.原野,旷野,领域,(一块)田地,牧场,域,战场,运动场vt.把(谷物等)暴晒于场上,使上场vi.担任场外队员adj.田间的,野生的,野外的,田赛的 扫描场"
fierce,"adj.凶猛的,猛烈的,热烈的,暴躁的<美>极讨厌的,难受的,<英方>精力旺盛的"
fight,"n.打架,战斗,斗志vi.打仗,搏斗,对抗,打架vt.与...打仗,指挥战斗,反对...提案"
figure,
file,"n.文件,档案,文件夹,卷宗,锉刀vt.把...归档,提出(申请等),锉,琢磨vi.列队行进,用锉刀锉"
fill,"vt.装满,注满,充满,填充,弥漫,供应,供给,满足vi.充满n.满足,饱,充分,填方v.填充"
film,"n.薄膜,膜层,胶卷,影片,薄雾,轻烟,电影vt.在...上覆以薄膜,拍成电影vi.生薄膜,变成朦胧,拍电影"
final,"n.结局,决赛,期末考试,<口>报纸(在一天中)最晚版adj.最后的,最终的,决定性的"
finance,"n.财政,金融,财政学vt.供给...经费,负担经费vi.筹措资金"
fine,"adj.美好的,优良的,杰出的,精美的,杰出的,细,纤细,纯粹n.罚款,罚金,晴天,精细vt.罚款,精炼,澄清vi.变清,变细adv.<口>很好,妙,[常用于构成复合词]细微地,精巧地"
find,"vt.找到,发现,感到,查明,得到,认为,见到...的存在vi.裁决n.发现 [计] 在文件中查找指定的字符串"
finger,"n.手指(尤指大拇指以外的手指),指状物,指针,查找器(查找因特网用户的程序)v.用手指拨弄,伸出"
fingernail,n.手指甲
finish,"n.完成,结束,磨光,末道漆,完美vt.完成,结束,用完,毁掉,使完美vi.结束,终结,停止,终止"
fire,"n.火,炉火,火灾,失火,闪光,炮火,热情,激情vt.点燃,烧制,使发光,给(炉子等)加燃料,放枪,激动,<口>解雇vi.开枪,射击,着火,烧火,激动"
firework,
firm,"n.公司,(合伙)商号adj.结实的,坚硬的,坚定的,坚固的,牢固的,稳固的,严格的vt.使牢固,使坚定vi.变稳固,变坚实adv.稳固地,坚定地"
fish,"n.鱼,鱼肉,鱼类,接合板vt.钓,钓鱼,查出,用接合板连接vi.捕鱼,钓鱼,用钩捞取,间接探听,拉摸索寻找"
fisherman,"n.渔民,渔夫"
fist,"n.拳头,手,抓住,抓牢vt.拳打,握成拳,紧握"
fit,"n.突然发作,适合,痉挛,一阵adj.合适的,恰当的,健康的,,准备好的vt.适合,安装,使合身,使适应,使合格vi.适合,符合"
fix,"vt.使固定,装置,修理,准备,安装,凝视,整理,牢记vi.固定,注视,决定,选定,确定n.困境,方位,贿赂"
flag,"n.旗,标记v.标记"
flame,"n.火焰,光辉,光芒,热情,激情"
flash,"n.闪光,闪现,一瞬间;vi.闪光,闪现,反射,使迅速传便;vt.使闪光,反射;adj.闪光的,火速的"
flashlight,"n.手电筒,闪光灯"
flat,"adj.平坦的,扁平的,单调的,倒下的,浅的,干脆的,无聊的,无力的adv.平直地,仰卧地,恰恰,正好,断然地n.平面,平地,一层,公寓v.(使)变平,(使)降半音"
flee,"vt.逃避,逃跑,逃走vi.消散,逃,消失"
flesh,"n.肉,(供食用的)兽肉,肉体,肉欲,果肉,蔬菜的嫩部,亲属,人体vt.以肉喂(猎犬等),使肥,赋以血肉vi.长胖"
flexible,"adj.柔韧性,易曲的,灵活的,柔软的,能变形的,可通融的"
flight,"n.飞行,逃走,飞跃,飞机的航程,班机,追逐,楼梯的一段,射程vi.成群飞行,迁徙vt.射击(飞禽),使惊飞"
float,"n.漂流物,浮舟,漂浮,浮萍,彩车vi.浮动,飘浮,散播,摇摆,漂浮,动摇(计划等)付诸实行vt.使漂浮,容纳,淹没,发行,实行,用水注满"
flood,"n.洪水,水灾,(因雨)涨潮,[诗]水vt.淹没,使泛滥,注满,充满vi.被水淹,溢出,涌进,喷出,涌出"
floor,"n.(房间,走廊等的)地面,地板,基底,(室内的)场地,层,海底,议员席vt.在...上铺(地板),击倒,(被困难)难倒"
flour,n.面粉
flow,"n.流程,流动,(河水)泛滥,洋溢vi.流动,涌流,川流不息,飘扬vt.溢过,淹没"
flower,"n.花,开花的植物,花卉,精华,盛时vi.开花,旺盛,成熟vt.用花装饰,使开花"
flu,
fluency,"n.流利,流畅,雄辩"
fluent,"adj.流利的,流畅的"
fly,"n.苍蝇,两翼昆虫,飞行vi.飞翔,飘扬,溃逃vt.飞越,使飘扬,逃脱adj.机敏的,敏捷的"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中"
fog,"n.雾,烟雾,尘雾,迷惑,苔藓vi.被雾笼罩,变模糊vt.使困惑,以雾笼罩"
foggy,"adj.雾深的,模糊的,朦胧的,(玻璃窗等)不明净的"
fold,"n.折,羊栏,折痕,信徒vt.折叠,包,合拢,抱住,笼罩,调入,交迭vi.折叠起来,彻底失败"
folk,"n.人们,亲属(复数),民族adj.民间的"
follow,"vt.跟随,追随,沿...而行,理解,遵循,从事,追求,注视vi.跟随,接着n.跟随,追随"
fond,"adj.[只作表语]喜爱的,多情的,喜欢的,宠爱的,温柔的"
food,"n.食物,养料"
fool,"n.愚人,白痴,莽汉,受骗者,奶油拌水果vt.愚弄,欺骗,浪费vi.干傻事,开玩笑,游荡adj.傻的"
foolish,"adj.愚蠢的,傻的,笨的,卤莽的,可爱的"
foot,"n.足,底部,英尺,音步(英诗),步调,步兵,末尾vt.走在...上,支付,给...换底,结算vi.步行,跳舞,总计"
football,"n.足球,橄榄球"
forbid,"vt.禁止,不许v.禁止"
force,"n.力量,武力,精力,魄力,势力,暴力,[复]军队,影响力vt.强制,强加,(用武力)夺取,促使,推动,施加压力"
forecast,"n.先见,预见,预测,预报vt.预想,预测,预报,预兆"
forehead,"n.前额,(任何事物的)前部"
foreign,"adj.外国的,外交的,外国产的,外来的,[医]异质的,不相关的"
foreigner,"n.外国人,外地人"
foresee,"vt.预见,预知"
forest,"n.森林,林木,<英>御猎场adj.森林的,住在森林中的vt.植树于"
forever,"adv.永远,永恒,永久,常常,始终"
forget,"vt.忘记,忽略vi.忘记,忘形,忘乎所以"
forgetful,"adj.健忘的,易忘的"
forgive,"vt.原谅,饶恕,宽免(某人)之债务"
fork,"n.叉,耙,叉形物,餐叉"
form,"n.形状,形态,外形,表格,形式v.形成,构成,排列,(使)组成"
format,"n.开本,版式,形式,格式vt.安排...的格局(或规格),[计]格式化(磁盘)"
former,"adj.从前的,以前的n.形成者,创造者,模型,样板"
fortnight,n.两星期
fortunate,"adj.幸运的,幸福的"
fortune,"n.财富,运气,大量财产,好运,命运vt.<古>偶然发生vt.给...以大宗财富"
forward,"adj.早的,迅速的,前进的vt.转寄,促进,运送adv.向前地,向将来n.[体](足球等)前锋"
foster,"vt.养育,抚育,培养,鼓励,抱(希望) n.养育者,鼓励者"
found,"v.建立,创立,创办,使有根据,铸造,熔制"
fountain,"n.泉水,喷泉,源泉"
fox,"n.狐狸,狐皮,狡猾的人vi.奸狡地行动,变酸vt.使变酸,使生黄斑"
fragile,"adj.易碎的,脆的"
fragrant,"adj.芬芳的,香的"
framework,"n.构架,框架,结构"
franc,n.法郎
free,"adj.自由的,大方的,免费的,免税的,丰富的,空闲的vt.释放,使自由adv.自由地,免费"
freedom,"n.自由,自主,直率,特权"
freeway,n.高速公路
freeze,"v.(使)结冰,(使)冷冻,冻结"
freezing,"adj.冰冻的,严寒的,冷冻用的"
frequent,"adj.时常发生的,频繁的"
fresh,"adj.新鲜的,无经验的,生的,冒失的,鲜艳的adv.最新地,刚刚n.开始,泛滥"
friction,"n.摩擦,摩擦力"
fridge,n.电冰箱
refrigerator,"n.电冰箱,冷藏库"
friend,"n.朋友,赞助者,助手"
friendly,"adj.友好的,友谊的"
friendship,"n.友谊,友好"
frighten,vt.使惊吓vi.惊恐
frog,n.青蛙vi.捕蛙
front,"n.前面,开头,前线,(政治上的)阵线,态度,外表vt.面对,朝向,对付vi.朝向"
frontier,"n.国境,边疆,边境"
frost,"n.霜,霜冻,严寒v.结霜"
fruit,"n.水果,果实,果类,成果vi.结果实"
fry,"n.油炸食物,油炸锅,鱼苗,鱼秧v.油炸,油煎"
fuel,"n.燃料vt.加燃料,供以燃料vi.得到燃料"
full,"n.全部,完整adj.充满的,完全的,丰富的,完美的,详尽的,丰满的adv.完全地,整整,十分vt.把衣服缝得宽大"
fun,"n.娱乐,玩笑,嬉笑,有趣的人或事物vi.开玩笑adj.供娱乐用的"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
fundamental,"adj.基础的,基本的n.[pl.] 基本原则,基本原理"
funeral,"n.葬礼,出殡"
funny,"adj.有趣的,好笑的,滑稽的,奇异的,古怪的n.滑稽人物"
fur,"n.毛皮,毛,软毛"
furnished,
furniture,"n.家具,设备,储藏物"
future,"n.未来,将来,前途,远景adj.未来的,将来的"
gather,"n.集合,聚集vi.集合,聚集,渐增,蹙眉,化脓vt.使聚集,搜集,积聚,推断"
gay,"adj.欢迎的,<美俚>同性恋的,放荡的,快乐的n.<美俚> 同性恋者,尤指男性同性者"
general,"n.普通,将军,概要adj.一般的,普通的,综合的,概括的,全面的,大体的 n.常规"
generation,"n.产生,发生,一代,一代人"
generous,"adj.慷慨的,大方的,有雅量的"
gentle,"adj.温和的,文雅的"
gentleman,"n.阁下,先生,有身分的人,绅士,[pl.] 男厕所,男盥洗室"
geography,"n.地理学,地理"
geometry,n.几何学
gesture,"n.姿态,手势,表示v.作手势,以手势表示"
gift,"n.赠品,礼物,天赋,才能"
gifted,adj.有天才的
giraffe,"n.长颈鹿,鹿豹座"
girl,"n.女孩,少女,女仆,(商店等的)女工作人员"
glad,"adj.高兴的,乐意的,感到高兴的"
glance,"vi.扫视,匆匆一看n.一瞥,眼光,匆匆一看"
glare,"n.眩目的光,显眼,怒目而视,(冰等的表面)光滑的表面v.闪耀"
glass,"n.玻璃,玻璃制品,玻璃杯,镜子,眼镜,望远镜,气压计,晴雨表vt.装玻璃于,反映vi.成玻璃状"
globe,"n.球体,地球仪,地球,世界"
glory,"n.荣誉,光荣"
glove,n.手套vt.戴手套
glue,"n.胶,胶水vt.胶合,粘贴,粘合"
goal,"n.目的,目标,守门员,球门,(球赛等的)得分"
goat,"n.山羊,<俚>色鬼,<美俚>替罪羊"
god,"n.神,上帝,神像,偶像vt.使神化"
gold,"n.黄金,金币adj.金的,金制的"
golden,"adj.金色的,金黄色的,贵重的,极好的,黄金的"
golf,n.高尔夫球vi.打高尔夫球
good,"n.好,好事,慷慨的行为,好处,利益adj.优良的,上等的,虔诚的,愉快的,慈善的,好心的,有益的"
goods,"n.货物,<美俚>工具"
goose,"n.鹅,雌鹅,鹅肉,(裁缝用的有长曲柄的)熨斗vt.突然加大油门,嘘骂"
govern,"v.统治,支配,管理"
government,"n.政府,<英>内阁,政治,政体"
grade,"n.等级,级别vt.评分,评级v.分等级"
gradual,"adj.逐渐的,逐步的,渐进的"
graduate,"n.(大学)毕业生,研究生v.(使)(大学)毕业"
graduation,"n.毕业,毕业典礼,刻度,分等级"
grain,"n.谷物,谷类,谷粒,细粒,颗粒,粮食"
gram,"n.克,[植]鹰嘴豆(用作饲料)"
grammar,"n.文法,有关原理的书,入门的书"
grand,"adj.盛大的,豪华的,重大的,主要的,极重要的"
grandchild,"n.孙子,孙女"
granddaughter,n.孙女
grandmother,n.祖母
grandfather,"n.祖父,始祖"
grandparent,"n.祖父或祖母,祖父母"
grandson,n.孙子
granny,n.奶奶
grape,"n.葡萄,葡萄树"
graph,"n.图表,曲线图"
grasp,"vt.抓住,抓紧,掌握,领会n.抓住,抓紧,掌握,领会"
grass,n.草
grateful,"adj.感激的,感谢的"
gravity,"n.地心引力,重力"
great,"adj.伟大的,大的,强烈的,非常的,主要的,大写的,重大的,崇高的adv.顺利地,得意地n.全部,大人物,大师"
greedy,"adj.贪吃的,贪婪的,渴望的"
green,"n.绿色,绿色颜料,绿色物品adj.绿色的,未成熟的,新鲜的,精力旺盛的,无经验的,青春的"
greengrocer,"n.蔬菜水果商,菜贩"
