divulge,"vt.泄露,暴露"
contest,"n.论争,竞赛v.,争论,争辩,竞赛,争夺"
intrigue,"n.阴谋,诡计vi.密谋,私通vt.激起...的兴趣,用诡计取得"
occasion,"n.场合,时机,机会"
effect,"n.结果,效果,作用,影响,(在视听方面给人流下的)印象vt.招致,实现,达到(目的等)"
spell,"n.符咒,魅力,一段时间,轮班vt.拼写,拼成,意味着,轮值,招致,迷住vi.轮替,拼字"
husband,n.丈夫
industry,"n.工业,产业,行业,勤奋"
demonstrative,"adj.说明的,(语法)指示的"
pursuit,n.追击
emergent,"adj.紧急的,浮现的,突然出现的,自然发生的"
inform,"v.(～ of/about) 通知,告诉,获悉,告知"
appropriate,adj.适当的
circumstantial," /n.旁謎ty/`s:kEm9stAnl/adj.依照情况的//,间接证据"
project,"n.计划,方案,事业,企业,工程v.设计,计划,投射,放映,射出,发射(导弹等),凸出"
subject,"n.题目,主题,科目,学科,国民,[语法]主语adj.受他国统治的,未独立的,受制于...的,受...影响的,以...为条件的vt.使屈从于...,使隶属"
object,"n.物体,目标,宾语,对象vi.反对,拒绝,抗议vt.提出...来反对"
long,"adj.长的,长期的,做多头的,高的vi.渴望,热望adv.长期地,始终n.长时间,(市场上)做多头的人,[语音]长音节"
pacific,
involved,"adj.棘手的,有关的"
score,"n.得分,乐谱,抓痕,二十,终点线,刻痕,帐目,起跑线vt.把...记下,刻划,划线,获得,评价vi.记分,刻痕,得分"
intimate,"adj.亲密的,隐私的vt.宣布,明白表示n.熟友"
portentous,adj.预示性的
rail,"n.横杆,围栏,扶手,铁轨vt.以横木围栏,铺铁轨vi.责骂,抱怨"
base,"n.底部,基础,根据地,基地,本部,基数,(运动)出发点vt.以...作基础,基于... adj.卑鄙的,低级的"
course,"n.过程,经过,进程,方针,路线,跑道,课程,一道菜v.追猎,急行,运行,流动 学业"
mount,"n.乘用马,衬纸,山,装配vi.乘马,爬上,增长vt.爬上,使上马,装上,设置,安放,制作...的标本,上演"
count,"v.数,计算,计算在内,认为,有价值n.计数,计算,注意,伯爵"
insulate,"vt.使绝缘,隔离"
row,"n.排,行v.划(船)"
jade,"n.碧玉,翡翠,老马adj.绿色的,玉制的v.(使)疲倦"
trammel,"n.拘束,阻碍物,束缚物vt.拘束,阻碍,束缚"
comb,"n.梳子,梳,鸡冠,蜂巢vi.梳(发),搜索"
jealous,"adj.妒忌的,猜疑的,警惕的,嫉妒的"
usher,"n.引座员,招待员,传达员,前驱vt.引导,展示vi.作招待员"
cow,"n.母牛,大型母兽vt.威吓"
hedge,"n.树篱,障碍物v.用树篱围住,避免作正面答复"
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
skirt,n.裙子v.环绕
asset,"n.资产,有用的东西"
dense,"adj.密集的,浓厚的"
frown,"vi.皱眉,蹙额,不赞成,反对v.皱眉"
content,"n.内容,容量,目录,满足adj.满足的,满意的,愿意vt.使满足"
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
accent,"n.重音,口音,重音符"
perennial,"adj.四季不断的,终年的,长期的,永久的,(植物)多年生的"
confound,"vt.使混淆,把...搞混,挫败,讨厌"
promise,"vt.允诺,答应n.允诺,答应,许诺"
acknowledge,"vt.承认,答谢,报偿"
volume,"n.卷,册,体积,量,大量,音量"
discharge,"vt.卸下,放出,清偿(债务),履行(义务),解雇,开(炮),放(枪),射(箭)vi.卸货,流注n.卸货,流出,放电"
apology,"n.(为某种思想,宗教,哲学等)辩解,道歉"
patent,"n.专利权,执照,专利品adj.特许的,专利的,显著的,明白的,新奇的vt.取得...的专利权,请准专利"
fell," vbl.fall 的过去式vt.击倒,打倒(疾病等),致于...死地,砍伐n.一季所伐的木材,兽皮,羊毛adj.凶猛的,可怕的"
appreciate,"vt.赏识,鉴赏,感激vi.增值,涨价"
reliable,"adj.可靠的,可信赖的"
abandon,"vt.放弃,遗弃;n.放任,狂热"
harry,"v.掠夺,折磨"
experimental,"adj.实验的,根据实验的"
second,"n.秒,片刻,第二者,第二人,助手,次货,二等品adj.另一个,又一个 num.第二vt.赞成,支持"
usage,"n.使用,用法"
autumn,"n.秋天,成熟期,渐衰期"
measured,"adj.标准的,整齐的,有规则的"
entrance,"n.入口,门口,进入"
color,"n.<美>(=colour)颜色,色彩,脸色,风格,外貌vt.给...涂颜色,改变...的颜色,粉饰,脸红,歪曲vi.获得颜色,变色"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
listless,"adj.倦怠的,冷漠的,情绪低落的"
humor,"n.幽默,心情,诙谐vt.迎合,牵就,顺应"
complaint,"n.诉苦,抱怨,牢骚,委屈,疾病"
tender,"adj.嫩的,温柔的,软弱的"
anchor,"n.锚v.抛锚,锚定"
bitter,"adj.苦的,痛苦的,怀恨的"
husbandry,n.管理
anticipate,"vt.预期,期望,过早使用,先人一着,占先v.预订,预见,可以预料"
hail,"n.冰雹,致敬,招呼,一阵vt.向...欢呼,致敬,招呼,使象下雹样落下,猛发vi.招呼,下雹int.万岁,欢迎"
anonymous,adj.匿名的
tend,"vi.趋向,往往是vt.照管,护理"
dissipate,"v.驱散,(使)(云、雾、疑虑等)消散,浪费(金钱或时间)"
misuse,"v.误用,错用,滥用,虐待n.误用,错用,滥用,误用之实例"
physical,"adj.身体的,物质的,自然的,物理的n.体格检查"
embrace,"vt.拥抱,互相拥抱,包含,收买,信奉vi.拥抱n.拥抱"
descendant,"n.子孙,后裔,后代"
abstraction,n.提取
substantial,"adj.坚固的,实质的,真实的,充实的"
counterpart,"n.副本,极相似的人或物,配对物"
mirror,"n.镜子,真实反映情况的东西,典范vt.反映,映出"
enterprise,"n.企业,事业,计划,事业心,进取心,干事业"
shoulder,"n.肩,肩部,侧翼vt.肩负,承当"
recipe,n.处方
cupidity,"n.贪心,贪婪"
square,"n.正方形,广场,平方,直角尺adj.正方形的,四方的,直角的,正直的,公平的,结清的,平方的,彻底的adv.成直角地,正直地,公平地,坚定地v.使成方形,弄平,使直,与...一致,符合,自乘,结算"
slight,"adj.轻微的,微小的"
finger,"n.手指(尤指大拇指以外的手指),指状物,指针,查找器(查找因特网用户的程序)v.用手指拨弄,伸出"
muddy,"adj.多泥的,泥泞的"
people,"n.人,人们,民族,人类,公民vt.使住(满)人"
immediate,"adj.直接的,紧接的,紧靠的,立即的,知觉的"
guesswork,"n.臆测,猜测,凭猜测所作之工作"
untiring,adj.不知疲倦的
grand,"adj.盛大的,豪华的,重大的,主要的,极重要的"
corrosive,"adj.腐蚀的,蚀坏的,腐蚀性的n.腐蚀物,腐蚀剂"
radical,"adj.根本的,基本的,激进的n.激进分子"
fuel,"n.燃料vt.加燃料,供以燃料vi.得到燃料"
aside,"adv.在旁边,到旁边"
sequel,n.结局
factotum,"n.家务总管,杂役,打杂的人,[印]特大型花体大写字母"
disputant,n.争论者adj.争论的
novice,"n.新手,初学者"
tyro,"n.生手,初学者,新手"
neophyte,"n.新入教者,新信徒"
maverick,n.没打烙印的动物vi.闹独立的人
martinet,"n.规律严肃的人,严格的人"
sophist,"n.诡辩家,博学者,诡辩者"
quibbler,n.吹毛求疵的人
pedant,n.学究式人物
naysayer,
acolyte,"n.侍僧,助手"
associate,"vt.使发生联系,使联合vi.交往,结交n.合作人,同事adj.副的"
canary,"n.[动]金丝雀,淡黄色"
braggart,"n.吹嘘adj.吹牛的,自夸的"
dictator,"n.独裁者,独裁政权执政者,口授令他人笔录者"
tyrant,n.暴君
denizen,n.居民
bishop,n.主教
clergy,"n.(集合称)圣职者,牧师,僧侣,神职人员"
prophet,"n.先知,预言者,提倡者"
virtuoso,n.艺术品鉴赏家
progeny,n.后裔
hardliner,
dilettante,n.业余艺术爱好者adj.业余艺术爱好的
spearhead,n.先头部队v.充当先锋
vanguard,"n.前锋,先锋,领导者"
philistine,"n.(中东古国)腓力斯人,仇敌,俗气的人adj.非利士的,俗气的,无教养的"
polymath,n.博学者
prodigy,"n.惊人的事物,天才(特指神童),奇观,奇事"
interlocutor,"n.对话者,对谈者"
spendthrift,n.挥霍者
monger,"n.商人,贩子,中间人vt.贩卖,传播"
culprit,n.犯人
curator,"n.馆长,监护人"
orator,"n.演说者,演讲者,雄辩家,[律]原告,请愿人"
fledgling,"n.羽毛初长的雏鸟,刚会飞的幼鸟,无经验的人,初出茅庐的人"
cynic,n.愤世嫉俗者
quixote,n.堂吉诃德(西班牙作家塞万提斯所著<<堂吉诃德>>中的主人公)
expansionist,"n.扩张主义者,领土扩张论者adj.扩张主义的"
electorate,"n.选民,选区,有选举权者"
preservationist,n.(对野生动物、自然区、古迹和传统事物等的)保护主义者
zealot,n.狂热者
extremist,"n.极端主义者,过激分子adj.极端主义(者)"
revisionist,n.修正主义者adj.修正主义的
mogul,
guru,"n.[印度教](个人的)宗教老师(或指导),(受下属崇敬的)领袖,头头"
tycoon,"n.企业界大亨,将军"
bellwether,"n.系铃的公羊,前导,领导者,群众的首领"
stickler,"n.坚持己见的人,困难的问题"
diehard,n.顽固分子
nonentity,n.不存在
imposter,
mastermind,v.策划
iconoclast,"n.偶像破坏者,提倡打破旧习的人"
soothsayer,n.占卜者
connoisseur,"n.(艺术品的)鉴赏家,鉴定家,内行"
boor,"n.农民,粗野的人,不懂礼貌的人,(Boor)波尔人"
playwright,n.剧作家
despot,"n.专制君主,暴君n.[史] 拜占庭皇帝及其家属的名誉称号(后来其家臣也使用)"
apologist,"n.辩护者,辩证者,护教论者"
wastrel,n.废物
autocrat,n.独裁者
oddball,adj.古怪的n.古怪的人
bore,"n.令人讨厌的人,怒潮,枪膛,孔v.使烦扰,钻孔 钻孔"
layperson,n.=layman
has-been,
progenitor,"n.祖先,起源"
benefactor,"n.恩人,捐助者,赠送者,赞助人"
gourmand,n.美食者
cronyism,n.任用亲信
nepotism,"n.偏袒,起用亲戚,裙带关系"
totalitarianism,n.极权主义
utilitarianism,"n.功利主义,实利主义"
cynicism,"n.犬儒主义,玩世不恭,冷嘲热讽"
chauvinism,"n.盲目的爱国心,沙文主义"
egalitarianism,
altruism,"n.利他主义,利他"
anarchism,n.无政府主义
anthropocentrism,
atheism,n.无神论
collectivism,n.集体主义
dualism,n.二元论
feminism,n.女权运动
hedonism,"n.快乐论,快乐主义"
individualism,"n.个人主义,利己主义"
nihilism,"n.[哲]虚无主义,极端怀疑论"
teetotalism,n.绝对禁酒
renegade,"n.背教者,变节者,叛徒adj.背弃的,脱离的,变节的vi.背弃,脱离"
misanthrope,"n.厌恶人类的人,不愿与人来往者"
leveling,n.水准测量
straddle,v.跨骑
baleful,"adj.有害的,恶意的"
shelve,"vt.置于架子上,缓议,搁置,解雇vi.倾斜"
scribble,"n.潦草的写法,潦草写成的东西,杂文v.潦草地写,乱写,滥写"
abyss,n.深渊
stunning,"adj.足以使人晕倒的,极好的"
bulwark,"n.壁垒,防波堤"
showcase,"n.(商店或博物馆的玻璃)陈列橱,<主美>显示优点的东西"
staunch,adj.坚定的
untrammeled,"adj.自由自在的,无阻碍的"
screed,"n.冗长的句子(文章),样板,泥水匠用的匀泥尺,刮板"
stupefaction,n.麻木状态
vitriolic,"adj.硫酸的,象硫酸的,刻薄的,讽刺的"
bombastic,"adj.夸大的,言过其实的"
waggish,"adj.爱开玩笑的,滑稽的"
retract,"v.缩回,缩进,所卷(舌等),收回,取消,撤消"
etch,v.蚀刻
exultant,"adj.非常高兴的,欢跃的"
hodgepodge,n.大杂烩
patchwork,"n.拼缝物,拼缀物,拼凑物"
welter,"vi.翻滚,滚动,挣扎,浸湿,沉溺,颠簸n.翻滚,汹涌,混乱,起伏,重骑师"
pastiche,"n.混成曲,模仿画"
impartial,"adj.公平的,不偏不倚的"
disinterested,adj.无私的
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
detachment,"n.分开,拆开,特遣部队,超然,分离,分遣队"
endemic,"n.地方病adj.风土的,地方的"
native,"n.本地人,土产,土人adj.本国的,出生地的,本地的,与生俱来的,天赋的,土产的,土著的"
domestic,"adj.家庭的,国内的,与人共处的,驯服的"
indigenous,adj.本土的
minuscule,"n.草写小字adj.用草写小字写的,极小的"
diminutive,"adj.小的,指小的,小型的n.小的人,指小辞,指小词,爱称"
compensate,"v.偿还,补偿,付报酬"
offset,"n.偏移量,抵销,弥补,分支,平版印刷,胶印vt.弥补,抵销,用平版印刷vi.偏移,形成分支"
discursive,"adj.散漫的,不得要领的"
aimless,"adj.无目的的,没有目标的"
digressional,adj.=digressive
rambling,"adj.漫步的,散漫的,流浪性的"
overbearing,"adj.傲慢的,专横的"
dominant,"adj.有统治权的,占优势的,支配的adj.[生物] 显性的"
zealous,adj.热心的
impassioned,adj.热情洋溢的
fervent,adj.炽热的
fiery,"adj.火的,火焰的,炽热的,热烈的,暴躁的,[眼]炯炯有神的"
passionate,adj.充满热情的
extraneous,"adj.无关系的,外来的,[化]外部裂化,[化]新异反射"
irrelevant,"adj.不相关的adj.不相关的,不切题的"
rehash,vt.改头换面地重复n.旧调重弹的作品
recycle,"v.使再循环,反复应用n.再循环,再生,重复利用"
perfunctory,adj.马马虎虎的
cursory,"adj.匆匆忙忙的,粗略的,草率的"
casual,"adj.偶然的,不经意的,临时的"
envy,"n.vt.羡慕,嫉妒"
covet,"v.垂涎,觊觎"
unbounded,adj.极大的
immoderate,adj.不适中的
expansive,"adj.易膨胀的,易扩张的,广阔的,豪爽的,豪华的"
specious,"adj.外表美观,华而不实的,徒有其表的,似是而非的,外表美观的"
artificial,"adj.人造的,假的,非原产地的"
forged,
fabricate,"vt.制作,构成,捏造,伪造,虚构"
spurious,"adj.伪造的,假造的,欺骗的"
aimless,"adj.无目的的,没有目标的"
discursive,"adj.散漫的,不得要领的"
ingenuous,"adj.坦白的,自然的,直率的"
simple,"adj.简单的,简易的,朴素的,简朴的,天真的,率直的,无经验的,易受骗的"
intrinsic,
inherent,"adj.固有的,内在的,与生俱来的"
inevitable,"adj.不可避免的,必然的"
unavoidable,"adj.不能避免的,不可避免的,不能取消的"
preordained,
ineluctable,"adj.不可避免的,无法逃避的"
intransigent,adj.非妥协性的n.不妥协的人
resolute,adj.坚决的
obduracy,"n.冷酷无情,顽固,执拗"
affable,adj.和蔼可亲的
easygoing,"adj.逍遥自在的,悠闲的,懒散的,(马)行动时平稳自在的,(品德)放荡的,不严肃的"
cordial,"n.兴奋剂,兴奋性饮料adj.热忱的,诚恳的,兴奋的"
genteel,adj.上流社会的
whimsy,"n.怪念头,奇想,任意"
capriciousness,
tenacious,adj.顽强的
resolve,"n.决心v.决心,决定,决心要,(使)分解,溶解,解决vt.解决"
endurance,"n.忍耐(力),持久(力),耐久(性)"
ridicule,"n.嘲笑,奚落v.嘲笑,奚落"
deride,"vt.嘲弄,嘲笑"
undermine,v.破坏
subvert,"vt.推翻,暗中破坏,搅乱"
impair,v.削弱
undercut,"n.底切,牛腰部下侧嫩肉,砍口,削球vt.廉价出售,底切,雕出,从下边削球vi.底切"
capricious,adj.反复无常的
impulsive,adj.冲动的
cavalier,"n.骑士,武士,对女人献殷勤,有礼貌的绅士"
fickle,"adj.(在感情等方面)变幻无常的,浮躁的,薄情的"
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
volatile,"adj.飞行的,挥发性的,可变的,不稳定的,轻快的,爆炸性的n.[现罕]有翅的动物,挥发物"
flighty,"adj.忽发奇想的,反复无常的,轻浮的,轻狂的,心情浮动的"
erratic,"adj.无确定路线,不稳定的,奇怪的n.古怪的人,漂泊无定的人"
unqualified,"adj.不合格的,无资格的,没限制的,绝对的"
unalloyed,adj.纯粹的
ameliorate,"v.改善,改进"
mitigate,v.减轻
extenuate,"vt.掩饰,减轻,使人原谅,低估,<古>使稀薄"
exemplar,"n.模范,榜样,标本"
model,"n.样式,型,模范,典型,模型,原型,模特儿vt.模仿v.模拟"
extirpate,"vt.消灭,根除,毁灭,[医]摘除(肿瘤等)"
eliminate,"vt.排除,消除v.除去"
parity,n.奇偶
equality,"n.等同性,同等,平等,相等,等式"
utilitarian,"adj.功利的,实利的,功利主义的n.功利论者,[哲]功利主义"
functional,adj.功能的
elicit,"vt.得出,引出,抽出,引起"
draw,"v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳"
construe,"v.解释,分析,直译"
interpret,"v.解释,说明,口译,通译,认为是...的意思"
deteriorate,v.(使)恶化
worsen,"v.(使)变得更坏,恶化,损害"
decline,"vi.下倾,下降,下垂v.拒绝,衰落n.下倾,下降,下垂,斜面,斜坡,衰败,衰落"
truncate,"v.截去(园锥等的)尖端,修剪(树等),把...截短adj.截短的,(羽,叶)平截的,平头的"
shorten,"v.缩短,(使)变短"
foreshorten,"vt.[画]透视缩短,节略,省略"
haphazard,"n.偶然,偶然事件adj.偶然的,随便的adv.偶然地"
helter-skelter,
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
provincial,adj.省的
insular,"adj.海岛的,岛民的,岛特有的,孤立的,超然物外的"
shackle,"n.手铐,脚镣,桎梏,束缚物vt.加桎梏,加枷锁,束缚"
stifle,"vt.使窒息,抑制vi.窒息,闷死"
cumbersome,"adj.讨厌的,麻烦的,笨重的"
unwieldy,"adj.笨拙的,不实用的,难处理的,难使用的,笨重的"
encomium,"n.赞辞,赞美,称赞"
tribute,"n.贡品,礼物,颂词,殷勤,贡物"
speculate,"vi.推测,思索,做投机买卖"
conjecture,"n.v.推测,臆说,猜想"
vexation,"n.恼怒,烦恼,着急,苦恼的原因"
chagrin,"n.懊恼,气愤,委屈"
disdain,"n.轻蔑,以高傲的态度对待vt.蔑视,鄙弃"
opprobrium,"n.不名誉,耻辱,责骂"
contempt,"n.轻视,轻蔑,耻辱,不尊敬,[律]藐视法庭(或国会)"
caterwaul,"n.猫叫春声,刺耳的尖叫声vi.叫春,发尖叫声,(象猫一样地)吵架"
shriek,"v.尖声叫喊,耸人听闻地报道,尖声喊叫n.尖叫,尖声,尖声喊叫"
contemplate,"v.凝视,沉思,预期,企图"
ponder,"v.沉思,考虑"
dogmatic,"adj.教条的,独断的"
doctrinaire,n.教条主义者
rigid,"adj.刚硬的,刚性的,严格的"
alleviate,"vt.使(痛苦等)易于忍受,减轻"
mitigate,v.减轻
unwieldy,"adj.笨拙的,不实用的,难处理的,难使用的,笨重的"
cumbersome,"adj.讨厌的,麻烦的,笨重的"
profess,v.表示
proclaim,"vt.宣布,声明,显示,显露"
diffuse,"v.散播,传播,漫射,扩散,(使)慢慢混合adj.散开的,弥漫的"
disperse,"v.(使)分散,(使)散开,疏散"
spread,"n.伸展,展开,传播,蔓延,酒席,宴会,桌布v.伸展,展开,铺,涂,敷,摆,传播,散布"
wordy,"adj.多言的,冗长的,废话连篇,唠叨的"
inhibit," 抑制,约束,[化][医]抑制"
hinder,"adj.后面的v.阻碍,打扰"
bridle,"n.马勒,缰绳v.上笼头,昂首(表傲慢.愤怒等),抑制(欲望)"
suppress,"vt.镇压,抑制,查禁,使止住"
censure,v.责难n.责难
reprehend,n.责备
peripatetic,"adj.逍遥学派的,走来走去的n.走来走去的人,逍遥学派的人"
itinerant,adj.巡回的n.巡回者
dwindle,v.缩小
contract,"n.合同,契约,婚约v.使缩短,感染,订约"
dishearten,"vt.使...气馁,使...沮丧,使...失去勇气"
depress,"vt.使沮丧,使消沉,压下,压低,使不活泼,使萧条v.压下"
dismay,"n.沮丧,惊慌v.使沮丧,使惊慌"
emulate,n.仿效
imitate,"vt.模仿,仿效,仿制,仿造v.模仿"
emblematic,"adj.象征(性),标记的"
totemic,adj.图腾的
indict,"vt.起诉,控告,指控,告发"
excoriate,v.批判
opprobrium,"n.不名誉,耻辱,责骂"
vitriol,"n.硫酸盐,刻薄话"
disdain,"n.轻蔑,以高傲的态度对待vt.蔑视,鄙弃"
expedite,"v.加速,派出adj.畅通的,迅速的"
facilitate,"vt.(不以人作主语的)使容易,使便利,推动,帮助,使容易,促进"
accelerate,"v.加速,促进"
captivate,"vt.迷住,迷惑"
enamored,"adj.倾心的,被迷住的"
implacable,"adj.不缓和的,不安静的"
unyielding,"adj.坚硬的,不能弯曲的,不屈的"
inexorable,adj.无情的
arduous,"adj.费劲的,辛勤的,险峻的"
taxing,"adj.繁重的,费力的"
laborious,"adj.(指工作)艰苦的,费力的,(指人)勤劳的"
conciliatory,"adj.抚慰的,调和的"
placatory,adj.安抚的
vindicate,"vt.维护,辩护,表白"
defense,
exculpate,v.开脱
exonerate,"vt.免除,证明无罪"
clandestine,adj.秘密的
covert,"adj.隐蔽的,偷偷摸摸的,[律]在丈夫保护下的n.掩蔽处,隐藏处"
surreptitious,"adj.暗中的,秘密的,偷偷摸摸的"
equivocal,"adj.意义不明确的,模棱两可的,可疑的"
ambiguous,"adj.暧昧的,不明确的"
conjecture,"n.v.推测,臆说,猜想"
speculate,"vi.推测,思索,做投机买卖"
uncertain,"adj.无常的,不确定的,不可预测的,靠不住的"
tractable,"adj.易驾驭的,驯良的,易管教的,易处理的"
compliant,"adj.顺从的,适应的"
warble,"v.鸟鸣,用柔和的颤声唱n.鸟啭,颤声"
croon,"v.低声歌唱,低声哼,低吟n.低唱,低吟,轻哼"
knotty,"adj.(木材等)多结的,多节的,多瘤的,棘手的,困难多的"
complicated,"adj.复杂的,难解的"
dichotomy,"n.两分,二分法,分裂"
contradictory,"adj.反驳的,反对的,抗辩的n.矛盾因素,对立物"
invigorate,v.鼓舞
refreshing,"adj.提神的,凉爽的,使人喜欢的"
truculent,adj.好战凶猛的
bellicose,"adj.好战的,好斗的"
combative,"adj.好战的,杀气的,好斗的"
aggressive,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的"
pugnacious,adj.好斗的
insouciance,"n.漫不经心,无忧无虑"
nonchalance,n.冷淡
devastate,vt.毁坏
ruinous,"adj.破坏性的,招致毁灭的"
keen,"adj.锋利的,敏锐的,敏捷的,热心的,渴望的"
eager,"adj.热心于,渴望着"
flagrant,"adj.非常的,不能容忍的,恶名昭著的,公然的"
egregious,"adj.异乎寻常的,过分的,惊人的"
confine,"vt.限制,禁闭n.界限,边界"
limit,"n.界限,限度,限制vt.限制,限定"
circumscribe,"vt.在...周围画线,限制"
venerate,v.崇敬
respect,"n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意vt.尊敬,尊重,不防碍"
upheaval,n.剧变
convulsion,"n.震撼,动乱,震动,惊厥,痉挛"
unyielding,"adj.坚硬的,不能弯曲的,不屈的"
implacable,"adj.不缓和的,不安静的"
mendacious,"adj.虚假的,说谎的"
prevarication,"n.支吾,搪塞"
disingenuous,adj.无诚意的
fertile,"adj.肥沃的,富饶的,能繁殖的"
bountiful,"adj.慷慨的,宽大的"
decadent,adj.颓废的n.颓废者
disreputable,"adj.声名狼藉的,破烂不堪的"
indispensable,"n.不可缺少之物adj.不可缺少的,绝对必要的"
essential,"adj.本质的,实质的,基本的,提炼的,精华的n.本质,实质,要素,要点"
crucial,adj.至关紧要的
covert,"adj.隐蔽的,偷偷摸摸的,[律]在丈夫保护下的n.掩蔽处,隐藏处"
clandestine,adj.秘密的
discern,"v.目睹,认识,洞悉,辨别,看清楚"
detect,"vt.察觉,发觉,侦查,探测v.发现"
discover,"vt.发现,发觉v.发现"
orientation,"n.方向,方位,定位,倾向性,向东方"
bias,"n.偏见,偏爱,斜线vt.使存偏见"
riddle,"n.谜,谜语,神秘人物v.解谜,出谜,迷惑"
enigma,"n.谜,不可思议的东西"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
conundrum,"n.(答案有双关意义的)谜语,难题"
jejune,"adj.缺乏营养的,贫瘠的,无兴趣的,不成熟的"
vapid,adj.索然乏味的
indifferent,adj.无关紧要的
apathy,"n.缺乏感情或兴趣,冷漠"
lethargic,"adj.昏睡的,瞌睡的"
somnolent,"adj.想睡的,催眠的"
indolent,"adj.懒惰的,不痛的"
fungible,"adj.可互换的,代替的n.代替物"
interchangeable, /n.可交换性
conform,"vt.使一致,使遵守,使顺从vi.符合,相似,适应环境adj.一致的,顺从的"
square with,
acrimony,"n.言谈举止上的刻毒,讽刺,毒辣"
bitterness,"n.苦味,辛酸,苦难"
rancor,"n.深仇,怨恨"
ambiguous,"adj.暧昧的,不明确的"
equivocal,"adj.意义不明确的,模棱两可的,可疑的"
allure,v.吸引
charm,"n.吸引力,(女人的)魔力,魅力,符咒vt.迷人,使陶醉,行魔法vi.用符咒,有魔力"
parsimony,"n.过度节俭,吝啬"
stingy,"adj.吝啬的,小气的,缺乏的,有刺的"
illiberal,"adj.狭碍的,偏执的,吝啬的,缺乏文化素养的,粗鄙的"
cunning,"adj.狡猾的,巧妙的,<美>漂亮的,可爱的n.狡猾,诡诈"
craft,"n.工艺,手艺"
highlight,"n.加亮区,精彩场面,最显著(重要)部分vt.加亮,使显著,以强光照射,突出"
accentuate,"v.重读,强调,着重强调"
eclipse,"n.食,日蚀,月蚀,蒙蔽,衰落vt.引起日蚀,引起月蚀,超越,使黯然失色"
outdo,v.胜过
impulsive,adj.冲动的
capricious,adj.反复无常的
hasty,"adj.匆忙的,草率的"
exculpate,v.开脱
vindicate,"vt.维护,辩护,表白"
obfuscate,"vt.使模糊,使迷乱"
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
mystify,v.迷惑
disperse,"v.(使)分散,(使)散开,疏散"
dissipate,"v.驱散,(使)(云、雾、疑虑等)消散,浪费(金钱或时间)"
exaggerate,"v.夸大,夸张"
overrate,vt.对估价过高
inclusive,
generic,"adj.[生物]属的,类的,一般的,普通的,非特殊的"
diatribe,"n.恶骂,诽谤"
rant,"v.咆哮,激昂地说n.咆哮,激昂的演说"
promulgate,"vt.发布,公布,传播"
disseminate,v.散布
bolster,n.垫子v.支持
buttress,"n.(建筑)扶壁,支持物vt.支持,(以扶壁)扶住"
prop up,
nuance,n.细微差别
subtlety,"n.稀薄,微妙,精明"
futile,"adj.琐细的,无用的,无效果的,(人)没有出息的"
fruitless,adj.不结果实的
pointlessness,
vain,"adj.徒然的,无益的,虚荣的,空虚的,自负的,愚蠢的"
unassuming,"adj.谦逊的,不装腔作势的"
modest,"adj.谦虚的,谦让的,适度的"
humble,"adj.卑下的,微贱的,谦逊的,粗陋的vt.使...卑下,挫,贬抑"
amicable,"adj.友善的,和平的"
agreeable,"adj.使人愉快的,惬意的,适合的"
unfounded,"adj.没有理由的,未建立的"
groundless,"adj.无根据的,没有理由的"
unwarranted,"adj.无根据的,未获保证的,无保证的,未获承认的"
baseless,adj.无根据的
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
malleable,"adj.有延展性的,可锻的"
authoritative,"adj.权威的,有权威的,命令的"
definitive,"adj.最后的,确定的,权威性的"
cogent,"adj.强有力的,使人信服的,使人首肯的,恰到好处的"
placate,v.安抚
appease,"vt.平息,安抚,缓和,使满足"
conciliatory,"adj.抚慰的,调和的"
disinterested,adj.无私的
fair,"adj.美丽的,女性的,(肤色)白皙的,(头发)金黄的,干净的,公平的,(天气)晴朗的adv.公平地,公正地,直接地,清楚地n.美好的事物,美人,展览会,市集vi.转晴"
impartial,"adj.公平的,不偏不倚的"
lionize,"vt.把...奉为名人,游览...名胜vi.游览名胜"
eulogize,"vt.称赞,颂扬"
preachy,"adj.爱讲道的,爱唠叨的"
sanctimonious,adj.假装神圣的
spontaneous,"adj.自发的,自然产生的"
intuitive,adj.直觉的
comprehensive,"adj.全面的,广泛的,能充分理解的,包容的"
sweeping,"n.扫除,垃圾adj.扫荡的,彻底的,广泛的,规模大的"
